# 住基Excel側の字名（data/generated/population_aza.json）と
# 令和2年国勢調査 小地域集計側の町丁・字の対応表。scripts/fetch_aza_census.py が
# 丁目の漢数字/算用数字を揃えたうえでの完全一致のみで機械的に作成する（推測はしない）。
# status: matched（対応OK）/ suppressed（秘匿処理で復元不可）/
#   possibly_out_of_scope（米軍基地関連などで国勢調査の対象区域に含まれない可能性・推定）/
#   out_of_scope（同・公式に確証済み）/ unmatched（対応する町丁字が見つからない）
# possibly_out_of_scope の判定は scripts/fetch_aza_census.py の POSSIBLY_OUT_OF_SCOPE を、
# 確証が取れた場合は CONFIRMED_OUT_OF_SCOPE を編集すること（このファイルは手で編集しない）。
municipality,aza_juki,census_name,status,reason
竹富町,南風見仲,字南風見仲,matched,
竹富町,古見,字古見,matched,
竹富町,小浜,字小浜,matched,
竹富町,崎山,字崎山,matched,
竹富町,新城,字新城,suppressed,秘匿処理（近隣の町丁・字（0110）に合算されており人口が復元できません）
竹富町,波照間,字波照間,matched,
竹富町,竹富,字竹富,matched,
竹富町,西表,字西表,matched,
竹富町,高那,字高那,matched,
竹富町,鳩間,字鳩間,matched,
竹富町,黒島,字黒島,matched,
粟国村,字東,字東,matched,
粟国村,字浜,字浜,matched,
粟国村,字西,字西,matched,
糸満市,与座,字与座,matched,
糸満市,伊原,字伊原,matched,
糸満市,伊敷,字伊敷,matched,
糸満市,兼城,字兼城,matched,
糸満市,北波平,字北波平,matched,
糸満市,南波平,字南波平,matched,
糸満市,名城,字名城,matched,
糸満市,喜屋武,字喜屋武,matched,
糸満市,国吉,字国吉,matched,
糸満市,大度,字大度,matched,
糸満市,大里,字大里,matched,
糸満市,宇江城,字宇江城,matched,
糸満市,小波蔵,字小波蔵,matched,
糸満市,山城,字山城,matched,
糸満市,座波,字座波,matched,
糸満市,摩文仁,字摩文仁,matched,
糸満市,新垣,字新垣,matched,
糸満市,束里,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
糸満市,武富,字武富,matched,
糸満市,潮崎町1丁目,潮崎町一丁目,matched,
糸満市,潮崎町2丁目,潮崎町二丁目,matched,
糸満市,潮崎町3丁目,潮崎町三丁目,matched,
糸満市,潮崎町4丁目,潮崎町四丁目,matched,
糸満市,潮平,字潮平,matched,
糸満市,照屋,字照屋,matched,
糸満市,真壁,字真壁,matched,
糸満市,真栄平,字真栄平,matched,
糸満市,真栄里,字真栄里,matched,
糸満市,福地,字福地,matched,
糸満市,米須,字米須,matched,
糸満市,糸洲,字糸洲,matched,
糸満市,糸満,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
糸満市,西崎1丁目,西崎一丁目,matched,
糸満市,西崎2丁目,西崎二丁目,matched,
糸満市,西崎6丁目,西崎六丁目,matched,
糸満市,西崎町1丁目,西崎町一丁目,matched,
糸満市,西崎町2丁目,西崎町二丁目,suppressed,秘匿処理（近隣の町丁・字（0040）に合算されており人口が復元できません）
糸満市,西崎町3丁目,西崎町三丁目,matched,
糸満市,西崎町4丁目,西崎町四丁目,matched,
糸満市,西崎町5丁目,西崎町五丁目,matched,
糸満市,西川町,西川町,matched,
糸満市,豊原,字豊原,matched,
糸満市,賀数,字賀数,matched,
糸満市,阿波根,字阿波根,matched,
西原町,上原,字上原,matched,
西原町,上原1丁目,上原一丁目,matched,
西原町,上原2丁目,上原二丁目,matched,
西原町,与那城,字与那城,matched,
西原町,兼久,字兼久,matched,
西原町,内間,字内間,matched,
西原町,千原,字千原,matched,
西原町,呉屋,字呉屋,matched,
西原町,嘉手苅,字嘉手苅,matched,
西原町,安室,字安室,matched,
西原町,小橋川,字小橋川,matched,
西原町,小波津,字小波津,matched,
西原町,小那覇,字小那覇,matched,
西原町,幸地,字幸地,matched,
西原町,徳佐田,字徳佐田,matched,
西原町,我謝,字我謝,matched,
西原町,掛保久,字掛保久,matched,
西原町,東崎,字東崎,matched,
西原町,桃原,字桃原,matched,
西原町,棚原,棚原,matched,
西原町,棚原1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
西原町,森川,字森川,matched,
西原町,池田,字池田,matched,
西原町,津花波,字津花波,matched,
西原町,翁長,字翁長,matched,
読谷村,上地,字上地,matched,
読谷村,伊良皆,字伊良皆,matched,
読谷村,儀間,字儀間,matched,
読谷村,古堅,字古堅,matched,
読谷村,喜名,字喜名,matched,
読谷村,大木,字大木,matched,
読谷村,大湾,字大湾,matched,
読谷村,宇座,字宇座,matched,
読谷村,座喜味,字座喜味,matched,
読谷村,楚辺,字楚辺,matched,
読谷村,比謝,字比謝,matched,
読谷村,比謝矼,字比謝矼,matched,
読谷村,波平,字波平,matched,
読谷村,渡具知,字渡具知,matched,
読谷村,渡慶次,字渡慶次,matched,
読谷村,瀬名波,字瀬名波,matched,
読谷村,牧原,字牧原,matched,
読谷村,親志,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
読谷村,都屋,字都屋,matched,
読谷村,長浜,字長浜,matched,
読谷村,長田,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
読谷村,高志保,字高志保,matched,
豊見城市,字上田,字上田,matched,
豊見城市,字与根,字与根,matched,
豊見城市,字伊良波,字伊良波,matched,
豊見城市,字保栄茂,字保栄茂,matched,
豊見城市,字名嘉地,字名嘉地,matched,
豊見城市,字嘉数,字嘉数,matched,
豊見城市,字宜保,字宜保,matched,
豊見城市,字平良,字平良,matched,
豊見城市,字座安,字座安,matched,
豊見城市,字我那覇,字我那覇,matched,
豊見城市,字根差部,字根差部,matched,
豊見城市,字渡嘉敷,字渡嘉敷,matched,
豊見城市,字渡橋名,字渡橋名,matched,
豊見城市,字瀬長,字瀬長,matched,
豊見城市,字田頭,字田頭,matched,
豊見城市,字真玉橋,字真玉橋,matched,
豊見城市,字翁長,字翁長,matched,
豊見城市,字豊崎,豊崎,matched,
豊見城市,字豊見城,字豊見城,matched,
豊見城市,字金良,字金良,matched,
豊見城市,字長堂,字長堂,matched,
豊見城市,字饒波,字饒波,matched,
豊見城市,字高安,字高安,matched,
豊見城市,字高嶺,字高嶺,matched,
豊見城市,宜保1丁目,宜保一丁目,matched,
豊見城市,宜保2丁目,宜保二丁目,matched,
豊見城市,宜保3丁目,宜保三丁目,matched,
豊見城市,宜保4丁目,宜保四丁目,matched,
豊見城市,宜保5丁目,宜保五丁目,matched,
那覇市,おもろまち1丁目,おもろまち一丁目,matched,
那覇市,おもろまち2丁目,おもろまち二丁目,matched,
那覇市,おもろまち3丁目,おもろまち三丁目,matched,
那覇市,おもろまち4丁目,おもろまち四丁目,matched,
那覇市,三原1丁目,三原一丁目,matched,
那覇市,三原2丁目,三原二丁目,matched,
那覇市,三原3丁目,三原三丁目,matched,
那覇市,上之屋1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,上間1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,与儀1丁目,与儀一丁目,matched,
那覇市,与儀2丁目,与儀二丁目,matched,
那覇市,久米1丁目,久米一丁目,matched,
那覇市,久米2丁目,久米二丁目,matched,
那覇市,久茂地1丁目,久茂地一丁目,matched,
那覇市,久茂地2丁目,久茂地二丁目,matched,
那覇市,久茂地3丁目,久茂地三丁目,matched,
那覇市,住吉町1丁目,住吉町一丁目,matched,
那覇市,住吉町2丁目,住吉町二丁目,matched,
那覇市,住吉町3丁目,住吉町三丁目,matched,
那覇市,具志1丁目,具志一丁目,matched,
那覇市,具志2丁目,具志二丁目,matched,
那覇市,具志3丁目,具志三丁目,matched,
那覇市,前島1丁目,前島一丁目,matched,
那覇市,前島2丁目,前島二丁目,matched,
那覇市,前島3丁目,前島三丁目,matched,
那覇市,古島1丁目,古島一丁目,matched,
那覇市,古島2丁目,古島二丁目,matched,
那覇市,古波蔵1丁目,古波蔵一丁目,matched,
那覇市,古波蔵2丁目,古波蔵二丁目,matched,
那覇市,古波蔵3丁目,古波蔵三丁目,matched,
那覇市,古波蔵4丁目,古波蔵四丁目,matched,
那覇市,垣花1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,垣花2丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,垣花3丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,垣花町,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,垣花町1丁目,垣花町一丁目,matched,
那覇市,垣花町2丁目,垣花町二丁目,matched,
那覇市,垣花町3丁目,垣花町三丁目,matched,
那覇市,壺屋1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,壺屋2丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,壺川1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,壺川2丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,壺川3丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,天久1丁目,天久一丁目,matched,
那覇市,天久2丁目,天久二丁目,matched,
那覇市,奥武山町,奥武山町,matched,
那覇市,字上之屋,字上之屋,matched,
那覇市,字上間,字上間,matched,
那覇市,字与儀,字与儀,matched,
那覇市,字二中前,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,字仲井真,字仲井真,matched,
那覇市,字具志,字具志,matched,
那覇市,字古島,字古島,matched,
那覇市,字古波蔵,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,字国場,字国場,matched,
那覇市,字壺川,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,字大嶺,字大嶺,matched,
那覇市,字大道,字大道,matched,
那覇市,字天久,字天久,matched,
那覇市,字宇栄原,字宇栄原,matched,
那覇市,字安次嶺,字安次嶺,matched,
那覇市,字安謝,字安謝,matched,
那覇市,字安里,字安里,matched,
那覇市,字宮城,字宮城,matched,
那覇市,字寄宮,字寄宮,matched,
那覇市,字小禄,字小禄,matched,
那覇市,字当間,字当間,matched,
那覇市,字松川,字松川,matched,
那覇市,字楚辺,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,字田原,字田原,matched,
那覇市,字真嘉比,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,字真地,字真地,matched,
那覇市,字識名,字識名,matched,
那覇市,字赤嶺,字赤嶺,matched,
那覇市,字銘苅,字銘苅,matched,
那覇市,字鏡水,字鏡水,matched,
那覇市,字高良,字高良,matched,
那覇市,宇栄原1丁目,宇栄原一丁目,matched,
那覇市,宇栄原2丁目,宇栄原二丁目,matched,
那覇市,宇栄原3丁目,宇栄原三丁目,matched,
那覇市,宇栄原4丁目,宇栄原四丁目,matched,
那覇市,宇栄原5丁目,宇栄原五丁目,matched,
那覇市,宇栄原6丁目,宇栄原六丁目,matched,
那覇市,安謝1丁目,安謝一丁目,matched,
那覇市,安謝2丁目,安謝二丁目,matched,
那覇市,安里1丁目,安里一丁目,matched,
那覇市,安里2丁目,安里二丁目,matched,
那覇市,安里3丁目,安里三丁目,matched,
那覇市,宮城1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
那覇市,寄宮1丁目,寄宮一丁目,matched,
那覇市,寄宮2丁目,寄宮二丁目,matched,
那覇市,寄宮3丁目,寄宮三丁目,matched,
那覇市,小禄1丁目,小禄一丁目,matched,
那覇市,小禄2丁目,小禄二丁目,matched,
那覇市,小禄3丁目,小禄三丁目,matched,
那覇市,小禄4丁目,小禄四丁目,matched,
那覇市,小禄5丁目,小禄五丁目,matched,
那覇市,山下町,山下町,matched,
那覇市,旭町,旭町,matched,
那覇市,曙1丁目,曙一丁目,matched,
那覇市,曙2丁目,曙二丁目,matched,
那覇市,曙3丁目,曙三丁目,matched,
那覇市,東町,東町,matched,
那覇市,松尾1丁目,松尾一丁目,matched,
那覇市,松尾2丁目,松尾二丁目,matched,
那覇市,松山1丁目,松山一丁目,matched,
那覇市,松山2丁目,松山二丁目,matched,
那覇市,松島1丁目,松島一丁目,matched,
那覇市,松島2丁目,松島二丁目,matched,
那覇市,松川1丁目,松川一丁目,matched,
那覇市,松川2丁目,松川二丁目,matched,
那覇市,松川3丁目,松川三丁目,matched,
那覇市,楚辺1丁目,楚辺一丁目,matched,
那覇市,楚辺2丁目,楚辺二丁目,matched,
那覇市,楚辺3丁目,楚辺三丁目,matched,
那覇市,樋川1丁目,樋川一丁目,matched,
那覇市,樋川2丁目,樋川二丁目,matched,
那覇市,泉崎1丁目,泉崎一丁目,matched,
那覇市,泉崎2丁目,泉崎二丁目,matched,
那覇市,泊1丁目,泊一丁目,matched,
那覇市,泊2丁目,泊二丁目,matched,
那覇市,泊3丁目,泊三丁目,matched,
那覇市,港町1丁目,港町一丁目,matched,
那覇市,港町2丁目,港町二丁目,matched,
那覇市,港町3丁目,港町三丁目,matched,
那覇市,港町4丁目,港町四丁目,matched,
那覇市,牧志1丁目,牧志一丁目,matched,
那覇市,牧志2丁目,牧志二丁目,matched,
那覇市,牧志3丁目,牧志三丁目,matched,
那覇市,田原1丁目,田原一丁目,matched,
那覇市,田原2丁目,田原二丁目,matched,
那覇市,田原3丁目,田原三丁目,matched,
那覇市,田原4丁目,田原四丁目,matched,
那覇市,真嘉比1丁目,真嘉比一丁目,matched,
那覇市,真嘉比2丁目,真嘉比二丁目,matched,
那覇市,真嘉比3丁目,真嘉比三丁目,matched,
那覇市,繁多川1丁目,繁多川一丁目,matched,
那覇市,繁多川2丁目,繁多川二丁目,matched,
那覇市,繁多川3丁目,繁多川三丁目,matched,
那覇市,繁多川4丁目,繁多川四丁目,matched,
那覇市,繁多川5丁目,繁多川五丁目,matched,
那覇市,若狭1丁目,若狭一丁目,matched,
那覇市,若狭2丁目,若狭二丁目,matched,
那覇市,若狭3丁目,若狭三丁目,matched,
那覇市,西1丁目,西一丁目,matched,
那覇市,西2丁目,西二丁目,matched,
那覇市,西3丁目,西三丁目,matched,
那覇市,識名1丁目,識名一丁目,matched,
那覇市,識名2丁目,識名二丁目,matched,
那覇市,識名3丁目,識名三丁目,matched,
那覇市,識名4丁目,識名四丁目,matched,
那覇市,赤嶺1丁目,赤嶺一丁目,matched,
那覇市,赤嶺2丁目,赤嶺二丁目,matched,
那覇市,辻1丁目,辻一丁目,matched,
那覇市,辻2丁目,辻二丁目,matched,
那覇市,辻3丁目,辻三丁目,matched,
那覇市,通堂町,通堂町,matched,
那覇市,金城1丁目,金城一丁目,matched,
那覇市,金城2丁目,金城二丁目,matched,
那覇市,金城3丁目,金城三丁目,matched,
那覇市,金城4丁目,金城四丁目,matched,
那覇市,金城5丁目,金城五丁目,matched,
那覇市,銘苅1丁目,銘苅一丁目,matched,
那覇市,銘苅2丁目,銘苅二丁目,matched,
那覇市,銘苅3丁目,銘苅三丁目,matched,
那覇市,鏡原町,鏡原町,matched,
那覇市,長田1丁目,長田一丁目,matched,
那覇市,長田2丁目,長田二丁目,matched,
那覇市,首里久場川町1丁目,首里久場川町一丁目,matched,
那覇市,首里久場川町2丁目,首里久場川町二丁目,matched,
那覇市,首里儀保町1丁目,首里儀保町一丁目,matched,
那覇市,首里儀保町2丁目,首里儀保町二丁目,matched,
那覇市,首里儀保町3丁目,首里儀保町三丁目,matched,
那覇市,首里儀保町4丁目,首里儀保町四丁目,matched,
那覇市,首里大中町1丁目,首里大中町一丁目,matched,
那覇市,首里大中町2丁目,首里大中町二丁目,matched,
那覇市,首里大名町1丁目,首里大名町一丁目,matched,
那覇市,首里大名町2丁目,首里大名町二丁目,matched,
那覇市,首里大名町3丁目,首里大名町三丁目,matched,
那覇市,首里寒川町1丁目,首里寒川町一丁目,matched,
那覇市,首里寒川町2丁目,首里寒川町二丁目,matched,
那覇市,首里山川町1丁目,首里山川町一丁目,matched,
那覇市,首里山川町2丁目,首里山川町二丁目,matched,
那覇市,首里山川町3丁目,首里山川町三丁目,matched,
那覇市,首里崎山町1丁目,首里崎山町一丁目,matched,
那覇市,首里崎山町2丁目,首里崎山町二丁目,matched,
那覇市,首里崎山町3丁目,首里崎山町三丁目,matched,
那覇市,首里崎山町4丁目,首里崎山町四丁目,matched,
那覇市,首里平良町1丁目,首里平良町一丁目,matched,
那覇市,首里平良町2丁目,首里平良町二丁目,matched,
那覇市,首里当蔵町1丁目,首里当蔵町一丁目,matched,
那覇市,首里当蔵町2丁目,首里当蔵町二丁目,matched,
那覇市,首里当蔵町3丁目,首里当蔵町三丁目,matched,
那覇市,首里末吉町1丁目,首里末吉町一丁目,matched,
那覇市,首里末吉町2丁目,首里末吉町二丁目,matched,
那覇市,首里末吉町3丁目,首里末吉町三丁目,matched,
那覇市,首里末吉町4丁目,首里末吉町四丁目,matched,
那覇市,首里桃原町1丁目,首里桃原町一丁目,matched,
那覇市,首里桃原町2丁目,首里桃原町二丁目,matched,
那覇市,首里汀良町1丁目,首里汀良町一丁目,matched,
那覇市,首里汀良町2丁目,首里汀良町二丁目,matched,
那覇市,首里汀良町3丁目,首里汀良町三丁目,matched,
那覇市,首里池端町,首里池端町,matched,
那覇市,首里真和志町1丁目,首里真和志町一丁目,matched,
那覇市,首里真和志町2丁目,首里真和志町二丁目,matched,
那覇市,首里石嶺町1丁目,首里石嶺町一丁目,matched,
那覇市,首里石嶺町2丁目,首里石嶺町二丁目,matched,
那覇市,首里石嶺町3丁目,首里石嶺町三丁目,matched,
那覇市,首里石嶺町4丁目,首里石嶺町四丁目,matched,
那覇市,首里赤平町1丁目,首里赤平町一丁目,matched,
那覇市,首里赤平町2丁目,首里赤平町二丁目,matched,
那覇市,首里赤田町1丁目,首里赤田町一丁目,matched,
那覇市,首里赤田町2丁目,首里赤田町二丁目,matched,
那覇市,首里赤田町3丁目,首里赤田町三丁目,matched,
那覇市,首里金城町1丁目,首里金城町一丁目,matched,
那覇市,首里金城町2丁目,首里金城町二丁目,matched,
那覇市,首里金城町3丁目,首里金城町三丁目,matched,
那覇市,首里金城町4丁目,首里金城町四丁目,matched,
那覇市,首里鳥堀町1丁目,首里鳥堀町一丁目,matched,
那覇市,首里鳥堀町2丁目,首里鳥堀町二丁目,matched,
那覇市,首里鳥堀町3丁目,首里鳥堀町三丁目,matched,
那覇市,首里鳥堀町4丁目,首里鳥堀町四丁目,matched,
那覇市,首里鳥堀町5丁目,首里鳥堀町五丁目,matched,
那覇市,高良1丁目,高良一丁目,matched,
那覇市,高良2丁目,高良二丁目,matched,
那覇市,高良3丁目,高良三丁目,matched,
金武町,伊芸,字伊芸,matched,
金武町,屋嘉,字屋嘉,matched,
金武町,金武,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
